市区,小区,户型,朝向,楼层,装修情况,电梯,面积(㎡),价格(万元),年份
海淀,三义庙北,2室1厅,南北,6,简装,无电梯,55,499,1983
海淀,普惠北里,2室1厅,南,5,精装,无电梯,51,495,1986
海淀,万寿寺北里,2室1厅,南北,5,精装,无电梯,54,468,1982
海淀,翠微路甲9号院,3室1厅,南北,6,简装,无电梯,69,622,1987
海淀,新起点嘉园,2室1厅,西南,20,简装,有电梯,122,1200,2003
海淀,保利西山林语,2室2厅,南北,8,精装,有电梯,88,580,2010
海淀,万寿路1号院,1室1厅,南,5,简装,无电梯,37,340,1988
海淀,上地东里,2室1厅,南北,6,简装,无电梯,58,780,1995
海淀,双榆树东里,3室1厅,南北,6,简装,无电梯,58,565,1981
海淀,上地东里,2室1厅,南北,6,精装,无电梯,69,815,1994
海淀,东王庄,2室1厅,南北,5,简装,无电梯,62,510,1995
海淀,中海雅园,2室2厅,西南,19,简装,有电梯,132,1050,2000
海淀,满庭芳园,2室1厅,南,24,其他,有电梯,91,900,1999
海淀,西屋国际,4室2厅,南北,22,简装,有电梯,257,1800,2004
海淀,明光村小区,2室1厅,南,18,简装,有电梯,59,500,1990
海淀,西山壹号院,3室2厅,南北,6,精装,有电梯,200,2360,2011
海淀,翠微东里,3室1厅,东南,18,简装,有电梯,86,785,1988
海淀,阳光南里,2室1厅,南北,6,其他,无电梯,70,465,1998
海淀,西木小区,2室1厅,南北,7,简装,无电梯,55,405,1991
海淀,舒至嘉园,2室1厅,西,19,精装,有电梯,78,672,2003
海淀,万泉河62号院,3室2厅,东南,16,简装,有电梯,135,1219,1999
海淀,保利西山林语,3室1厅,南北,8,精装,无电梯,88,550,2011
海淀,三嘉信苑,2室1厅,南北,6,其他,无电梯,62,298,2011
海淀,智学苑,3室1厅,西南,24,简装,有电梯,126,580,2002
海淀,青云北区,3室1厅,南西,17,简装,有电梯,100,950,1998
海淀,砂轮厂宿舍,2室1厅,南北,7,简装,无电梯,59,369,1998
海淀,富力桃园B区,2室2厅,南北,11,精装,无电梯,93,600,2007
海淀,永定路17号院,2室1厅,南北,6,简装,无电梯,58,430,1994
海淀,诚品建筑,2室1厅,南北,15,精装,有电梯,122,1180,2003
海淀,育新花园,2室1厅,西北,20,简装,有电梯,92,660,1999
海淀,永定路1号院,2室1厅,南北,6,简装,无电梯,62,448,1991
海淀,华清嘉园,3室1厅,东南,6,简装,无电梯,73,850,1996
海淀,望福园,3室2厅,南北,6,精装,无电梯,119,1070,2000
海淀,师大北路21号院,2室1厅,东西,16,精装,有电梯,80,710,1999
海淀,新康园,3室2厅,南北,24,精装,无电梯,173,760,2002
海淀,华尔街观典,2室1厅,南北,26,精装,有电梯,93,710,2006
海淀,华尔街观典,3室2厅,南北,26,精装,有电梯,187,1300,2007
海淀,强佑清河新城,2室1厅,西,27,精装,有电梯,93,625,2009
海淀,强佑清河新城,2室1厅,北,27,简装,有电梯,62,399,2009
海淀,玉海园三里,2室1厅,南北,6,简装,无电梯,72,540,2001
海淀,智学苑,3室1厅,东西,6,精装,无电梯,82,479,2000
海淀,智学苑,3室1厅,南西,22,精装,有电梯,117,660,2005
海淀,吴家村路10号院,2室1厅,东南,24,精装,有电梯,67,450,1998
海淀,建设部大院,2室1厅,南,15,精装,无电梯,57,610,1990
海淀,绿波漫板,3室2厅,南北,7,精装,有电梯,156,1480,2003
海淀,宝盛里,2室1厅,南北,9,简装,有电梯,76,500,1998
海淀,美林花园,3室2厅,东北,25,精装,有电梯,183,1556,2000
海淀,牛奶宿舍,3室1厅,南北,6,简装,无电梯,88,795,1999
海淀,七彩华园,2室1厅,南北,7,精装,有电梯,92,730,2005
海淀,紫竹院南路20号院,2室1厅,东南,6,其他,无电梯,55,530,1985
海淀,双榆树东里,3室1厅,南北,6,简装,无电梯,58,565,1981
海淀,西山美墅馆L区,4室2厅,南北,4,毛坯,无电梯,203,1800,2004
海淀,宝盛里,3室2厅,南,9,简装,无电梯,110,638,2000
海淀,上地东里,2室1厅,南北,6,精装,无电梯,69,815,1994
海淀,人济山庄,2室1厅,西,26,简装,有电梯,117,1020,2001
海淀,小泥湾,3室1厅,南北,5,其他,无电梯,91,820,1985
海淀,东王庄,2室1厅,南北,5,简装,无电梯,62,510,1995
海淀,都市网景,2室1厅,西,24,简装,有电梯,108,980,1999
海淀,光大花园,3室1厅,东北,17,精装,无电梯,142,1350,2000
海淀,冠城北园,3室1厅,东北,19,精装,有电梯,148,1339,1999
海淀,北洼西里,3室1厅,东北,18,简装,有电梯,67,570,1989
海淀,知春路52号院,3室1厅,东南,14,简装,有电梯,71,715,1988
海淀,复兴路79号院,3室1厅,南北,6,精装,无电梯,65,500,1988
海淀,百旺新城,3室1厅,南北,6,精装,无电梯,102,780,2009
海淀,阳春光华家园,3室1厅,西北,16,简装,无电梯,131,1500,2000
海淀,学院南路60号院,3室1厅,南北,5,精装,无电梯,105,980,1992
海淀,师大北路21号院,2室1厅,东西,16,精装,有电梯,80,710,1999
海淀,百旺新城,2室1厅,南北,6,简装,无电梯,76,590,2003
海淀,世华龙樾,2室1厅,南北,17,精装,有电梯,75,610,2014
海淀,金夕园,2室1厅,西南,17,简装,有电梯,85,760,2003
海淀,清景园,2室1厅,南北,22,简装,有电梯,99,629,2006
海淀,诚品建筑,2室1厅,南北,15,精装,有电梯,122,1180,2003
海淀,育新花园,2室1厅,西北,20,简装,有电梯,92,660,1999
海淀,强佑清河新城,3室1厅,东南,27,简装,有电梯,141,860,2009
海淀,百旺茉莉园,2室1厅,南,9,精装,有电梯,108,850,2005
海淀,晨月园,2室1厅,西南,17,精装,有电梯,81,800,2007
海淀,永定路1号院,2室1厅,南北,6,简装,无电梯,62,448,1991
海淀,新康园,3室2厅,南北,24,精装,无电梯,173,760,2002
海淀,华清嘉园,3室1厅,东南,6,简装,无电梯,73,850,1996
海淀,强佑清河新城,3室1厅,东南,22,简装,有电梯,128,896,2009
海淀,动街区,3室2厅,东南,12,简装,有电梯,99,568,2008
海淀,逸成东苑,3室2厅,东西,15,精装,有电梯,131,1100,2005
海淀,中海雅园,2室1厅,西南,19,精装,有电梯,102,950,2000
海淀,阳春光华家园,2室1厅,西南,16,精装,有电梯,87,1168,2000
海淀,富力桃园A区,2室1厅,南西,20,精装,无电梯,89,546,2008
海淀,观澳园,1室1厅,南,5,精装,无电梯,79,548,2005
海淀,清枫华景园,3室1厅,南北,16,精装,有电梯,129,1180,2005
海淀,西四环中路41号院,2室1厅,南北,6,其他,无电梯,67,478,1998
海淀,紫金庄园,2室1厅,西,22,精装,无电梯,89,735,1998
海淀,志强南园,3室1厅,东南,6,精装,无电梯,75,678,1982
海淀,颐慧佳园,2室1厅,南北,9,其他,有电梯,120,1250,2005
海淀,学院南路32号院,3室1厅,东北,16,精装,有电梯,62,505,1987
海淀,百朗园,3室1厅,东北,16,简装,有电梯,155,810,2000
海淀,双榆树东里,2室1厅,西南,16,简装,有电梯,62,594,1990
海淀,半壁街南路1号院,1室1厅,南,6,精装,无电梯,40,435,1988
海淀,月季园,4室0厅,东南,20,简装,有电梯,83,590,1997
海淀,田村路甲56号院,3室1厅,南北,6,毛坯,无电梯,75,410,1982
海淀,领秀硅谷,4室2厅,南北,10,其他,无电梯,162,1200,2003
海淀,天秀花园古月园,4室2厅,南北,6,简装,有电梯,191,1600,2002
海淀,八里庄北里,2室2厅,西南,16,精装,无电梯,76,615,1998
海淀,强佑清河新城,3室1厅,东南,22,简装,有电梯,128,896,2009
海淀,中海雅园,2室1厅,西南,19,精装,有电梯,102,950,2000
海淀,阳春光华家园,2室1厅,西南,16,精装,有电梯,87,1168,2000
海淀,富力桃园A区,2室1厅,南西,20,精装,无电梯,89,546,2008
海淀,观澳园,1室1厅,南,5,精装,无电梯,79,548,2005
海淀,西四环中路41号院,2室1厅,南北,6,其他,无电梯,67,478,1998
海淀,文成杰座,2室1厅,西,20,精装,有电梯,97,795,2006
海淀,航天五院小区,3室1厅,东南,24,精装,有电梯,121,1380,2003
海淀,逸成东苑,3室2厅,东西,15,精装,有电梯,131,1100,2005
海淀,东南小区,3室1厅,南北,6,简装,无电梯,80,940,1985
海淀,清枫华景园,3室1厅,南北,16,精装,有电梯,129,1180,2005
海淀,翠叠园,3室2厅,南北,13,精装,有电梯,162,1750,2004
海淀,动街区,3室2厅,东南,12,简装,有电梯,99,568,2008
海淀,新康园,2室1厅,西南,32,精装,有电梯,103,549,2003
海淀,远洋风景,3室2厅,南北,14,简装,有电梯,160,1760,2002
海淀,天秀花园古月园,3室2厅,南北,6,简装,有电梯,157,1450,2002
海淀,双榆树东里,3室1厅,东南,12,简装,有电梯,79,730,1990
海淀,北土城西路167号院,2室1厅,南北,6,简装,无电梯,64,530,1986
海淀,文成杰座,1室1厅,北,20,精装,有电梯,58,420,2006
海淀,城华园,1室1厅,东,27,精装,无电梯,63,421,2002
海淀,二里庄小区,4室2厅,南北,18,简装,无电梯,129,1020,1995
海淀,成府路20号院,2室1厅,东西,6,精装,无电梯,58,518,1995
海淀,太月园,3室2厅,东南,18,简装,无电梯,204,1500,1999
海淀,中关村南大街甲8号,2室2厅,南北,6,简装,无电梯,105,1200,1998
海淀,冶金大院,3室1厅,南北,5,简装,无电梯,56,489,1986
海淀,三虎桥南路17号院,3室1厅,南,3,简装,无电梯,94,800,1970
海淀,西山华府,4室2厅,南北,8,精装,无电梯,221,2100,2008
海淀,北辰香麓,4室2厅,南北,6,精装,无电梯,217,1100,2009
海淀,晴波园,5室1厅,南北,13,精装,无电梯,224,2600,2004
海淀,西山美墅馆B区,3室2厅,南北,4,精装,无电梯,174,1550,2003
海淀,吴家村路10号院,2室1厅,东,24,其他,无电梯,68,440,1997
海淀,金沟河17号院,2室1厅,南北,6,简装,无电梯,61,459,1988
海淀,兰德华庭,3室1厅,南北,13,精装,无电梯,130,960,2005
海淀,康桥水郡,2室1厅,南北,16,精装,无电梯,127,1800,2003
海淀,新外大街31号院,3室1厅,东南,9,精装,无电梯,96,960,1999
海淀,永泰西里,3室1厅,东南,6,简装,无电梯,69,458,2000
海淀,保利西山林语,3室2厅,南北,8,精装,有电梯,146,950,2009
海淀,雅世合金公寓,2室1厅,西北,9,精装,无电梯,72,645,2011
海淀,莱圳家园,2室1厅,东西,13,简装,无电梯,95,700,2006
海淀,金沟河3号院,3室1厅,南北,6,简装,无电梯,86,580,1988
海淀,万寿路西街9号,1室1厅,南,6,精装,无电梯,43,530,1988
海淀,志新西路七号院,2室1厅,南北,6,其他,无电梯,86,700,1999
海淀,龙翔路小区,3室1厅,西北,16,简装,无电梯,62,520,1994
海淀,电信小区,1室1厅,南,6,简装,无电梯,43,340,1987
海淀,玉渊潭南路9号院,2室2厅,南北,9,精装,无电梯,107,1480,2000
海淀,紫金庄园,2室1厅,西,22,精装,无电梯,89,735,1998
海淀,水木天成,1室1厅,西北,20,简装,无电梯,67,460,2005
海淀,科熙小区,2室1厅,东南,6,简装,无电梯,62,798,1992
海淀,月季园,2室1厅,南北,21,简装,无电梯,57,500,1997
海淀,保利西山林语,2室1厅,南,8,简装,无电梯,96,580,2010
海淀,百旺茉莉园,3室2厅,南北,9,简装,有电梯,129,1080,2008
海淀,铭科苑,3室1厅,南北,6,精装,无电梯,90,535,1997
海淀,莲花小区,2室1厅,西南,28,精装,有电梯,84,650,1999
海淀,怡丽南园,2室2厅,南北,6,简装,无电梯,114,1200,2002
海淀,皂君西里,2室1厅,南北,6,毛坯,无电梯,57,555,1983
海淀,皂君庙丙4号院,2室1厅,南北,6,其他,无电梯,60,535,1999
海淀,二里庄小区,3室1厅,南北,6,简装,无电梯,96,870,1992
海淀,八宝庄,2室1厅,西北,16,简装,无电梯,67,460,1990
海淀,海淀路小区,2室1厅,南北,6,精装,无电梯,60,550,1981
海淀,稻香园甲,2室1厅,南,6,精装,无电梯,55,540,1989
海淀,人济山庄,2室1厅,西,26,精装,有电梯,105,1080,2001
海淀,百旺茉莉园,3室2厅,南北,5,精装,无电梯,175,1450,2005
海淀,强佑清河新城,1室1厅,西,27,其他,无电梯,57,415,2009
海淀,当代城市家园,1室0厅,北,12,简装,无电梯,53,418,2002
海淀,金雅园,6室2厅,南北,7,精装,有电梯,249,1900,2002
海淀,玫瑰御园,3室2厅,西南,11,精装,有电梯,162,1980,2005
海淀,交大嘉园,2室1厅,西,19,简装,有电梯,82,799,2003
海淀,建材城东一里,2室1厅,东西,7,其他,无电梯,59,365,1996
海淀,晨月园,1室1厅,西南,17,其他,有电梯,61,620,2007
海淀,清缘里中区,2室1厅,东西,9,简装,无电梯,69,448,1999
海淀,科源小区,2室1厅,南北,6,毛坯,无电梯,60,710,1992
海淀,百旺家苑,1室1厅,南,9,精装,无电梯,60,520,2003
海淀,北影小区,2室1厅,东西,6,精装,无电梯,60,520,1990
海淀,小南庄社区,4室2厅,西南,18,简装,有电梯,168,1200,1997
海淀,永泰西里,2室1厅,东西,6,简装,无电梯,61,375,1998
海淀,文成杰座,1室1厅,北,20,精装,有电梯,58,420,2006
海淀,芙蓉里,1室1厅,东,15,精装,无电梯,43,345,1988
海淀,清上园,2室1厅,西,19,精装,无电梯,71,470,2003
海淀,清缘里中区,2室2厅,南北,10,精装,有电梯,84,546,1998
海淀,静淑苑,2室1厅,南北,7,简装,无电梯,68,655,1997
海淀,瑞新里小区,3室2厅,东南,15,简装,有电梯,117,1025,2007
海淀,上地南路6号院,2室1厅,南北,7,简装,无电梯,84,780,1998
海淀,菊园,2室1厅,西南,6,精装,无电梯,58,460,1995
海淀,北无宿舍,2室1厅,南北,6,简装,无电梯,61,580,1995
海淀,明光村小区,2室1厅,东北,18,精装,有电梯,68,578,1990
海淀,玉海园三里,2室1厅,南北,6,简装,无电梯,72,540,2000
海淀,天秀花园澄秀园,3室2厅,东南,6,精装,无电梯,123,895,2007
海淀,会城门小区,2室1厅,西,16,简装,有电梯,66,520,1991
海淀,甘家口小区,2室1厅,东西,6,简装,无电梯,60,498,1985
海淀,华尔街观典,3室1厅,南北,26,其他,无电梯,136,1100,2007
海淀,强佑清河新城,2室1厅,北,22,精装,有电梯,62,438,2009
海淀,时代之光名苑,2室1厅,西南,16,精装,有电梯,98,888,2002
海淀,铁道部宿舍,3室1厅,东南,13,简装,无电梯,108,1100,1998
海淀,国兴家园,3室1厅,西,24,精装,有电梯,151,1516,2000
海淀,智学苑,3室2厅,南,24,其他,无电梯,116,650,2001
海淀,宝盛里,2室1厅,东北,5,简装,无电梯,73,489,2000
海淀,七彩华园,2室1厅,南北,6,精装,有电梯,115,895,2004
海淀,碧水云天,2室2厅,西,16,精装,有电梯,97,1450,2004
海淀,东升园,2室1厅,东西,6,精装,无电梯,68,740,1996
海淀,阳春光华家园,3室2厅,西南,16,精装,有电梯,142,1720,2000
海淀,中海雅园,3室2厅,西南,11,精装,无电梯,178,1650,1999
海淀,清林苑,3室2厅,南北,7,精装,无电梯,128,1350,2001
海淀,龙翔路小区,2室1厅,南北,6,简装,无电梯,61,480,1991
海淀,科熙小区,2室1厅,东南,6,简装,无电梯,62,798,1992
海淀,月季园,2室1厅,南北,21,简装,无电梯,57,500,1997
海淀,永泰西里,2室1厅,南北,6,精装,无电梯,63,465,1998
海淀,兰园,2室1厅,南北,6,精装,无电梯,66,478,1994
海淀,建材城东一里,3室1厅,南北,7,精装,无电梯,88,490,1996
海淀,莲花小区,2室2厅,东南,28,简装,有电梯,112,700,1999
海淀,马甸西路,3室0厅,南北,6,精装,无电梯,66,565,1982
海淀,金夕园,2室1厅,东南,17,精装,无电梯,92,810,2003
海淀,林大北路6号院,1室1厅,东,6,简装,无电梯,52,436,1995
海淀,乐府江南,2室1厅,东,9,精装,无电梯,97,870,2005
海淀,海淀南路,2室1厅,东南,16,精装,有电梯,61,598,1984
海淀,永泰园,2室1厅,南北,6,其他,无电梯,76,535,2000
海淀,华尔街观典,2室1厅,南北,26,简装,有电梯,92,705,2006
海淀,稻香园西里,3室1厅,南北,14,精装,无电梯,80,800,1990
海淀,金沟河17号院,2室1厅,南北,6,简装,无电梯,61,429,1988
海淀,厂洼小区,3室1厅,南北,6,简装,无电梯,95,890,1987
海淀,太阳园,2室1厅,西南,27,精装,有电梯,81,820,2001
海淀,定慧北里,3室1厅,南北,6,精装,无电梯,79,590,1996
海淀,汉荣家园,3室1厅,东北,25,精装,无电梯,107,932,2000
海淀,安宁佳园,2室1厅,东南,18,精装,有电梯,85,565,2007
海淀,七彩华园,2室1厅,南,7,精装,有电梯,118,780,2005
海淀,宝盛里,1室1厅,南,6,简装,无电梯,52,379,2000
海淀,温泉路45号院,2室1厅,南北,6,简装,无电梯,61,380,1995
海淀,清缘里中区,2室2厅,南北,10,精装,有电梯,84,546,1998
海淀,静淑苑,2室1厅,南北,7,简装,无电梯,68,655,1997
海淀,韦伯豪家园,2室2厅,东南,15,精装,有电梯,120,1250,2001
海淀,清上园,2室1厅,西,19,精装,无电梯,71,470,2003
海淀,月季园,2室1厅,西南,20,简装,无电梯,55,450,1997
海淀,安宁里南区,2室1厅,东西,7,毛坯,无电梯,69,430,2000
海淀,远大园四区,2室1厅,东南,16,简装,有电梯,85,819,2000
海淀,安宁里南区,2室1厅,东,18,精装,有电梯,82,460,1999
海淀,学院路14号院,2室1厅,南北,6,精装,无电梯,75,630,2000
海淀,兰园,2室1厅,东西,6,简装,无电梯,73,460,1997
海淀,农科院,2室1厅,南北,6,简装,无电梯,61,675,1992
海淀,观山园,3室2厅,南北,11,简装,有电梯,165,2150,2004
海淀,北影小区,2室2厅,西,11,精装,有电梯,100,880,2000
海淀,宝盛里,4室2厅,东南,6,精装,无电梯,153,780,2001
海淀,知春东里,2室1厅,南北,6,其他,无电梯,57,620,1988
海淀,苏州街77号院,1室1厅,南西,6,精装,无电梯,39,440,1989
海淀,展春园,2室1厅,南北,6,其他,无电梯,57,465,1984
海淀,昌运宫9号院,2室1厅,南北,6,简装,无电梯,56,455,1984
海淀,毛纺厂南小区,2室1厅,东南,6,精装,无电梯,59,370,1980
海淀,永泰东里,1室1厅,南,6,其他,无电梯,52,355,2000
海淀,保利西山林语,3室2厅,南北,8,精装,有电梯,88,600,2011
海淀,中海雅园,2室1厅,西南,19,精装,有电梯,123,1173,2002
海淀,玉海园一里,3室2厅,西南,6,简装,无电梯,102,699,1997
海淀,三义庙北,3室1厅,西南,6,其他,无电梯,58,530,1982
海淀,机械研究院东区,2室1厅,南,6,毛坯,无电梯,50,480,1982
海淀,建材城西二里,2室1厅,南北,6,简装,无电梯,57,342,1998
海淀,紫竹院南路14号院,1室1厅,东,6,精装,无电梯,45,370,1986
海淀,紫竹花园,2室1厅,东北,24,精装,无电梯,112,880,2000
海淀,羊坊店路3号院,2室1厅,东南,12,简装,有电梯,57,510,1989
海淀,乐府江南,3室2厅,南北,9,精装,无电梯,139,1300,2005
海淀,育新花园,2室1厅,南北,6,简装,无电梯,69,557.6,1996
海淀,华盛家园,2室1厅,东北,24,精装,无电梯,103,820,2001
海淀,航天城小区,2室2厅,南北,6,简装,无电梯,119,896,2003
海淀,翠微南里,2室1厅,南北,5,精装,无电梯,54,510,1984
海淀,碧森里,2室1厅,南北,9,简装,有电梯,90,720,2004
海淀,永泰西里,2室1厅,南北,6,简装,无电梯,57,420,1998
海淀,莲花小区,2室2厅,东南,28,简装,有电梯,112,700,1999
海淀,马甸西路,3室0厅,南北,6,精装,无电梯,66,565,1982
海淀,翠微路甲9号院,2室1厅,东西,6,精装,无电梯,60,495,1987
海淀,莱圳家园,2室1厅,南北,19,精装,有电梯,91,635,2007
海淀,建材城东一里,3室1厅,南北,7,精装,无电梯,88,490,1996
海淀,清上园,2室1厅,西北,19,精装,无电梯,74,480,2003
海淀,科技大学,2室1厅,南北,6,简装,无电梯,61,535,1984
海淀,天兆家园,3室1厅,南北,22,精装,有电梯,169,1900,2002
海淀,天秀花园安和园,2室2厅,东南,6,简装,无电梯,104,802,2000
海淀,太阳园,2室2厅,东南,26,精装,有电梯,109,1100,2002
海淀,翠微东里,2室1厅,南北,6,简装,无电梯,64,575,1988
海淀,水利局小区,2室1厅,南北,5,精装,无电梯,65,460,1987
海淀,乔建里,3室1厅,东西,6,简装,无电梯,80,595,1980
海淀,中关村,3室1厅,东西,6,简装,无电梯,72,770,1994
海淀,五棵松26号院,1室1厅,东北,6,简装,无电梯,66,445,1998
海淀,邮局宿舍,2室2厅,南北,6,精装,无电梯,85,645,1997
海淀,清林苑,3室2厅,南北,7,精装,无电梯,157,1400,2001
海淀,观景园,3室1厅,南北,6,精装,无电梯,161,1130,2008
海淀,城建小区,2室1厅,南北,6,精装,无电梯,63,539,1986
海淀,燕清源,2室1厅,南北,28,其他,有电梯,120,768,2005
海淀,建西苑南里,2室2厅,东西,6,简装,无电梯,108,542,1998
海淀,城建小区,3室1厅,西南,16,简装,有电梯,111,1080,1996
海淀,芙蓉里,2室1厅,南北,6,精装,无电梯,60,570,1985
海淀,保利西山林语,2室1厅,西南,8,精装,有电梯,95,570,2009
海淀,皂君东里,2室1厅,南,16,简装,有电梯,69,550,1988
海淀,枫丹丽舍,3室2厅,南北,5,简装,无电梯,149,998,2003
海淀,翠微中里,1室1厅,南,6,毛坯,无电梯,41,460,1993
海淀,怡清园,2室2厅,东北,6,精装,无电梯,93,590,2003
海淀,水清木华园,2室1厅,南,18,简装,无电梯,121,1150,2000
海淀,皂君庙甲2号院,3室1厅,东西,6,简装,无电梯,77,640,1990
海淀,泽丰苑二期,2室1厅,南北,6,精装,无电梯,118,1000,2005
海淀,强佑清河新城,2室1厅,东北,27,精装,有电梯,92,638,2009
海淀,华鸿家园,1室2厅,南北,6,精装,有电梯,74,500,2007
海淀,西山华府,4室2厅,南北,8,精装,有电梯,290,2599,2009
海淀,宝盛里,3室2厅,南北,6,简装,无电梯,115,650,2000
海淀,远大园二区,2室2厅,西南,17,精装,无电梯,103,900,2001
海淀,软件园小区,2室1厅,南北,6,简装,无电梯,62,730,1995
海淀,金沟河3号院,4室1厅,南北,6,简装,无电梯,79,580,1988
海淀,天兆家园,2室2厅,南,22,精装,无电梯,118,1300,2003
海淀,建材城西二里,2室0厅,南北,6,精装,无电梯,60,375,1983
海淀,知春里,3室1厅,南,18,简装,无电梯,72,740,1989
海淀,交大嘉园,3室2厅,西南,19,精装,有电梯,136,1400,2003
海淀,新起点嘉园,3室2厅,东南,19,简装,无电梯,162,1700,2002
海淀,皂君庙甲16号院,2室1厅,西南,16,精装,无电梯,91,760,1999
海淀,国家气象局,2室1厅,南北,6,简装,无电梯,69,788,1983
海淀,乐府江南,2室1厅,东,9,精装,有电梯,96,830,2005
海淀,金隅美和园,2室1厅,南,9,简装,无电梯,64,455,2008
海淀,建材城东二里,3室1厅,南北,6,简装,无电梯,82,460,1998
海淀,润千秋佳苑,1室1厅,东,9,简装,有电梯,55,455,2005
海淀,乔建里,2室1厅,东西,6,简装,无电梯,60,410,1980
海淀,枫蓝国际,1室2厅,东北,21,简装,有电梯,70,610,2004
海淀,索家坟,2室1厅,南北,6,简装,无电梯,54,461,1981
海淀,太阳园,4室2厅,东南,30,其他,无电梯,171,2050,2001
海淀,莱圳家园,3室2厅,南,9,精装,无电梯,145,1080,2006
海淀,博雅西园,3室2厅,南北,10,简装,有电梯,153,1330,2003
海淀,翠微路26号院,3室1厅,东西,6,简装,无电梯,75,635,1989
海淀,北蜂窝30号院,2室1厅,南北,5,简装,无电梯,73,540,1974
海淀,邮科社区,2室1厅,南,5,精装,无电梯,50,451,1970
海淀,蓟门东里,2室1厅,南,15,简装,无电梯,55,470,1986
海淀,邮科社区,1室1厅,南,18,精装,无电梯,43,390,1988
海淀,雅世合金公寓,2室1厅,南北,8,精装,有电梯,88,850,2011
海淀,学院南路32号院,3室1厅,南北,4,简装,无电梯,97,745,1959
海淀,西山美墅馆K区,4室2厅,南北,4,精装,无电梯,210,1800,2004
海淀,清上园,2室1厅,西北,19,精装,无电梯,74,480,2003
海淀,建材城西一里,2室1厅,南北,6,其他,无电梯,60,370,1984
海淀,逸成东苑,3室1厅,西南,22,简装,有电梯,88,810,2003
海淀,知春里,2室1厅,东西,6,其他,无电梯,61,565,1985
海淀,远大园五区,3室2厅,东南,16,简装,无电梯,151,1580,2001
海淀,德胜门西大街甲5号,3室1厅,南北,6,精装,无电梯,71,620,1983
海淀,智学苑,3室2厅,西南,24,精装,无电梯,128,640,2002
海淀,交大东路48号院,3室1厅,南北,6,毛坯,无电梯,65,570,1984
海淀,莲花小区,3室2厅,南北,28,简装,有电梯,150,900,1999
海淀,健翔园,2室1厅,西南,24,精装,有电梯,86,725,1999
海淀,水云居,2室2厅,东南,14,精装,无电梯,93,830,2011
海淀,西山壹号院,3室2厅,南北,6,精装,有电梯,202,2398,2011
海淀,海云轩,3室2厅,东西,22,简装,有电梯,210,1330,2000
海淀,嘉慧苑,3室1厅,东西,19,简装,有电梯,275,1100,2000
海淀,中关村南大街甲8号,2室2厅,南北,6,简装,无电梯,105,1200,1998
海淀,知春里,1室1厅,南,18,精装,无电梯,51,478,1988
海淀,轮胎厂宿舍,2室1厅,西南,6,精装,无电梯,54,370,1998
海淀,宝盛里,1室1厅,南,6,精装,无电梯,53,378,2000
海淀,定慧福里,1室1厅,西,18,精装,无电梯,65,438,2010
海淀,富力桃园C区,2室1厅,南北,18,精装,无电梯,89,549,2008
海淀,阜南小区,3室1厅,东西,5,简装,无电梯,70,620,1978
海淀,阳春光华家园,2室1厅,西南,16,简装,无电梯,87,1160,2000
海淀,安宁里,2室1厅,东西,6,精装,无电梯,58,410,1994
海淀,翠微路2号院,2室1厅,南,5,简装,无电梯,48,440,1980
海淀,五棵松26号院,2室1厅,南北,6,精装,无电梯,82,675,1998
海淀,黄庄小区,3室1厅,南北,5,简装,无电梯,70,920,1980
海淀,兰德华庭,3室2厅,南北,13,精装,有电梯,131,986,2005
海淀,圆明园花园别墅,4室2厅,南北,6,精装,无电梯,140,910,2000
海淀,林大北路9号院,2室1厅,南,6,简装,无电梯,60,485,1988
海淀,中关村南大街甲8号,3室2厅,西南,7,简装,无电梯,126,1330,1998
海淀,青云北区,2室1厅,南北,6,简装,无电梯,59,600,1984
海淀,天兆家园,2室2厅,南,22,精装,无电梯,118,1300,2003
海淀,悦秀园,2室2厅,南北,6,简装,无电梯,75,415,2000
海淀,今典花园,1室1厅,东,26,简装,无电梯,59,490,1999
海淀,长河湾,1室1厅,北,16,其他,无电梯,69,600,2005
海淀,恩济里小区,2室2厅,东南,6,简装,无电梯,67,520,1996
海淀,知本时代,2室1厅,南北,15,其他,有电梯,67,490,2003
海淀,宝盛里,3室2厅,西南,6,精装,无电梯,110,698,1998
海淀,育新花园,3室2厅,西南,22,精装,无电梯,102,719,1995
海淀,北洼西里,2室2厅,东西,18,精装,无电梯,76,625,1996
海淀,晨月园,3室1厅,西南,17,精装,有电梯,117,1100,2007
海淀,逸成东苑,3室1厅,西南,22,简装,有电梯,88,810,2003
海淀,北洼西里,3室2厅,东北,18,简装,有电梯,102,850,1996
海淀,紫金庄园,3室2厅,东南,22,精装,有电梯,127,980,1999
海淀,学知园,3室1厅,西南,18,其他,有电梯,106,820,1998
海淀,软件园小区,3室1厅,南北,6,精装,无电梯,80,940,1993
海淀,水木天成,2室1厅,西北,28,精装,有电梯,88,535,2005
海淀,今典花园,2室1厅,东北,25,精装,有电梯,76,700,2004
海淀,太极小区,2室1厅,南北,6,毛坯,无电梯,59,475,1987
海淀,知春里,2室1厅,东西,6,其他,无电梯,61,565,1985
海淀,远大园五区,3室2厅,东南,16,简装,无电梯,151,1580,2001
海淀,育新花园,3室2厅,南北,6,简装,无电梯,88,707,1996
海淀,东王庄,3室1厅,南北,6,精装,无电梯,80,695,1996
海淀,远洋风景,3室1厅,南北,14,简装,有电梯,139,1390,2002
